x,y,z,yaw,xk,yk,zk,vxk,vyk,vzk,yawk,vyawk,pitch,roll,yaw,thrust,xd,yd,zd
0.0234,0.1565,0.5093,0.412944901022,[[ 0.02190497]],[[ 0.1577358]],[[ 0.46872805]],[[ 0.07311237]],[[-0.03256925]],[[ 0.08050876]],[[ 0.52825248]],[[ 0.07898963]],[[-1.45152489]],[[ 0.60213897]],[[-0.52825248]],[[ 52.29663334]],[[-0.09842184]],[[-0.12519405]],[[-0.06872805]]
0.0234,0.1565,0.5093,0.412944901022,[[ 0.02284429]],[[ 0.15716206]],[[ 0.48037121]],[[ 0.0731801]],[[-0.03264995]],[[ 0.08403493]],[[ 0.51765769]],[[ 0.07535234]],[[-1.45057668]],[[ 0.60681322]],[[-0.51765769]],[[ 51.52758791]],[[-0.09762228]],[[-0.12526638]],[[-0.08037121]]
0.0234,0.1565,0.5093,0.412944901022,[[ 0.0235281]],[[ 0.15674411]],[[ 0.48886678]],[[ 0.07316449]],[[-0.0326797]],[[ 0.08652495]],[[ 0.50806911]],[[ 0.07204901]],[[-1.44835154]],[[ 0.61353184]],[[-0.50806911]],[[ 50.97083829]],[[-0.09681078]],[[-0.12549884]],[[-0.08886678]]
0.0234,0.1565,0.5093,0.412944901022,[[ 0.02402543]],[[ 0.15643985]],[[ 0.49506507]],[[ 0.07308829]],[[-0.03267237]],[[ 0.08825922]],[[ 0.49939108]],[[ 0.06904784]],[[-1.44524786]],[[ 0.62145395]],[[-0.49939108]],[[ 50.56900767]],[[-0.09600896]],[[-0.12582896]],[[-0.09506507]]
0.0262,0.1578,0.5093,0.59480820908,[[ 0.02514977]],[[ 0.15657286]],[[ 0.49958669]],[[ 0.07321621]],[[-0.0325229]],[[ 0.08944232]],[[ 0.50937037]],[[ 0.07201322]],[[-1.46368784]],[[ 0.60336054]],[[-0.50937037]],[[ 50.28022219]],[[-0.09830631]],[[-0.12443248]],[[-0.09958669]]
0.0262,0.1578,0.5093,0.59480820908,[[ 0.02596862]],[[ 0.15667071]],[[ 0.5028846]],[[ 0.07324439]],[[-0.03238539]],[[ 0.09022355]],[[ 0.51839778]],[[ 0.07466459]],[[-1.47759848]],[[ 0.58797035]],[[-0.51839778]],[[ 50.07392214]],[[-0.10018534]],[[-0.12321924]],[[-0.1028846]]
0.0262,0.1578,0.5093,0.59480820908,[[ 0.02656451]],[[ 0.15674289]],[[ 0.50528938]],[[ 0.07320001]],[[-0.03225669]],[[ 0.09071181]],[[ 0.52656383]],[[ 0.07703199]],[[-1.4881281]],[[ 0.57484971]],[[-0.52656383]],50,[[-0.10173964]],[[-0.12215995]],[[-0.10528938]]
0.0262,0.1578,0.5093,0.59480820908,[[ 0.02699767]],[[ 0.15679634]],[[ 0.50704232]],[[ 0.07310293]],[[-0.03213453]],[[ 0.09098661]],[[ 0.53395044]],[[ 0.0791426]],[[-1.49612031]],[[ 0.56364311]],[[-0.53395044]],50,[[-0.10303927]],[[-0.12123067]],[[-0.10704232]]
0.0262,0.1578,0.5093,0.59480820908,[[ 0.02731207]],[[ 0.15683611]],[[ 0.50831951]],[[ 0.0729676]],[[-0.03201724]],[[ 0.09110592]],[[ 0.54063173]],[[ 0.08102101]],[[-1.50219651]],[[ 0.5540595]],[[-0.54063173]],50,[[-0.10413698]],[[-0.12041181]],[[-0.10831951]]
0.0308,0.1508,0.585,0.549953247303,[[ 0.02879347]],[[ 0.15495814]],[[ 0.52988046]],[[ 0.07321171]],[[-0.03252311]],[[ 0.09781163]],[[ 0.54227652]],[[ 0.08128711]],[[-1.5055827]],[[ 0.5222644]],[[-0.54227652]],50,[[-0.10463456]],[[-0.11786728]],[[-0.12988046]]
0.0308,0.1508,0.585,0.549953247303,[[ 0.02987291]],[[ 0.1535883]],[[ 0.54561403]],[[ 0.07332447]],[[-0.03286225]],[[ 0.10260211]],[[ 0.54376242]],[[ 0.08150165]],[[-1.50771802]],[[ 0.49923387]],[[-0.54376242]],50,[[-0.10502464]],[[-0.11598096]],[[-0.14561403]]
0.0308,0.1508,0.585,0.549953247303,[[ 0.03065898]],[[ 0.15258933]],[[ 0.55709447]],[[ 0.07334162]],[[-0.03307983]],[[ 0.10599544]],[[ 0.54510456]],[[ 0.08166963]],[[-1.50894691]],[[ 0.48264265]],[[-0.54510456]],50,[[-0.10533438]],[[-0.11457812]],[[-0.15709447]]
0.0308,0.1508,0.585,0.549953247303,[[ 0.03123095]],[[ 0.15186103]],[[ 0.56547076]],[[ 0.07328923]],[[-0.03320882]],[[ 0.10836967]],[[ 0.5463166]],[[ 0.08179559]],[[-1.50951626]],[[ 0.47078889]],[[-0.5463166]],50,[[-0.10558351]],[[-0.11353091]],[[-0.16547076]]
0.0308,0.1508,0.585,0.549953247303,[[ 0.03164666]],[[ 0.15133028]],[[ 0.57158149]],[[ 0.07318632]],[[-0.03327328]],[[ 0.11000062]],[[ 0.54741094]],[[ 0.08188363]],[[-1.50960356]],[[ 0.46242635]],[[-0.54741094]],50,[[-0.10578641]],[[-0.11274574]],[[-0.17158149]]
0.0308,0.1508,0.585,0.549953247303,[[ 0.03194832]],[[ 0.15094371]],[[ 0.5760387]],[[ 0.07304678]],[[-0.03329074]],[[ 0.11108958]],[[ 0.54839876]],[[ 0.08193745]],[[-1.50933679]],[[ 0.45664184]],[[-0.54839876]],50,[[-0.10595363]],[[-0.11215404]],[[-0.1760387]]
0.0363,0.1498,0.604,0.558156294788,[[ 0.03366569]],[[ 0.15038983]],[[ 0.5844672]],[[ 0.07336682]],[[-0.0333624]],[[ 0.11346262]],[[ 0.55009453]],[[ 0.08221647]],[[-1.52420727]],[[ 0.43809824]],[[-0.55009453]],50,[[-0.10731812]],[[-0.11060425]],[[-0.1844672]]
0.0363,0.1498,0.604,0.558156294788,[[ 0.03491734]],[[ 0.14998638]],[[ 0.59061592]],[[ 0.07353476]],[[-0.03338504]],[[ 0.11508828]],[[ 0.55162654]],[[ 0.08244242]],[[-1.53473396]],[[ 0.42469402]],[[-0.55162654]],50,[[-0.10834201]],[[-0.10944014]],[[-0.19061592]]
0.0363,0.1498,0.604,0.558156294788,[[ 0.0358291]],[[ 0.14969272]],[[ 0.59510073]],[[ 0.07359195]],[[-0.03337201]],[[ 0.11616897]],[[ 0.55301037]],[[ 0.08262044]],[[-1.54209136]],[[ 0.41509237]],[[-0.55301037]],50,[[-0.10911497]],[[-0.10856132]],[[-0.19510073]]
0.0363,0.1498,0.604,0.558156294788,[[ 0.03649279]],[[ 0.14947919]],[[ 0.59837115]],[[ 0.07356854]],[[-0.03333306]],[[ 0.11685236]],[[ 0.55426011]],[[ 0.08275519]],[[-1.54713434]],[[ 0.40831042]],[[-0.55426011]],50,[[-0.1097025]],[[-0.10789399]],[[-0.19837115]]
0.0363,0.1498,0.604,0.558156294788,[[ 0.03697544]],[[ 0.14932413]],[[ 0.60075525]],[[ 0.07348656]],[[-0.0332753]],[[ 0.11724621]],[[ 0.55538854]],[[ 0.0828509]],[[-1.55048548]],[[ 0.40362505]],[[-0.55538854]],50,[[-0.11015253]],[[-0.10738389]],[[-0.20075525]]
0.0386,0.1498,0.6041,0.537386876689,[[ 0.03795277]],[[ 0.14921175]],[[ 0.60251973]],[[ 0.0735651]],[[-0.03320391]],[[ 0.11743799]],[[ 0.5543708]],[[ 0.08226377]],[[-1.55883552]],[[ 0.39929607]],[[-0.5543708]],50,[[-0.11081498]],[[-0.10688592]],[[-0.20251973]]
0.0386,0.1498,0.6041,0.537386876689,[[ 0.03866433]],[[ 0.14913052]],[[ 0.60380472]],[[ 0.07355729]],[[-0.03312268]],[[ 0.11747381]],[[ 0.55344757]],[[ 0.08170869]],[[-1.56445308]],[[ 0.39703596]],[[-0.55344757]],50,[[-0.11127889]],[[-0.10654507]],[[-0.20380472]]
0.0386,0.1498,0.6041,0.537386876689,[[ 0.0391819]],[[ 0.14907201]],[[ 0.60473978]],[[ 0.07348671]],[[-0.03303438]],[[ 0.11739621]],[[ 0.55260986]],[[ 0.08118269]],[[-1.56808096]],[[ 0.39625373]],[[-0.55260986]],50,[[-0.11159942]],[[-0.10631677]],[[-0.20473978]]
0.0386,0.1498,0.6041,0.537386876689,[[ 0.03955791]],[[ 0.14903009]],[[ 0.60541945]],[[ 0.07337054]],[[-0.03294101]],[[ 0.11723619]],[[ 0.55184955]],[[ 0.08068308]],[[-1.57026163]],[[ 0.39652176]],[[-0.55184955]],50,[[-0.11181677]],[[-0.10616876]],[[-0.20541945]]
0.0386,0.1498,0.6041,0.537386876689,[[ 0.03983061]],[[ 0.14900028]],[[ 0.60591272]],[[ 0.07322132]],[[-0.03284404]],[[ 0.11701639]],[[ 0.55115929]],[[ 0.08020742]],[[-1.57139116]],[[ 0.39753099]],[[-0.55115929]],50,[[-0.11196016]],[[-0.10607772]],[[-0.20591272]]
0.0449,0.1469,0.6184,0.537386876689,[[ 0.04174482]],[[ 0.14818896]],[[ 0.61016711]],[[ 0.07360381]],[[-0.03300029]],[[ 0.11801443]],[[ 0.55053243]],[[ 0.07975352]],[[-1.58565344]],[[ 0.37825491]],[[-0.55053243]],50,[[-0.11310059]],[[-0.10445504]],[[-0.21016711]]
0.0449,0.1469,0.6184,0.537386876689,[[ 0.04314014]],[[ 0.14759762]],[[ 0.61326932]],[[ 0.0738171]],[[-0.03308485]],[[ 0.11863626]],[[ 0.54996294]],[[ 0.07931938]],[[-1.5956193]],[[ 0.36498803]],[[-0.54996294]],50,[[-0.11392159]],[[-0.10328601]],[[-0.21326932]]
0.0449,0.1469,0.6184,0.537386876689,[[ 0.04415675]],[[ 0.14716682]],[[ 0.61553061]],[[ 0.07390717]],[[-0.03311718]],[[ 0.11898396]],[[ 0.54944538]],[[ 0.0789032]],[[-1.60244948]],[[ 0.35608494]],[[-0.54944538]],50,[[-0.11451012]],[[-0.10244668]],[[-0.21553061]]
0.0449,0.1469,0.6184,0.537386876689,[[ 0.04489696]],[[ 0.14685318]],[[ 0.61717817]],[[ 0.07390754]],[[-0.0331115]],[[ 0.11913198]],[[ 0.54897482]],[[ 0.07850335]],[[-1.60699235]],[[ 0.35034742]],[[-0.54897482]],50,[[-0.11492969]],[[-0.10184675]],[[-0.21717817]]
0.0449,0.1469,0.6184,0.537386876689,[[ 0.04543545]],[[ 0.14662506]],[[ 0.61837781]],[[ 0.07384268]],[[-0.0330782]],[[ 0.11913467]],[[ 0.54854679]],[[ 0.07811836]],[[-1.60986779]],[[ 0.34690314]],[[-0.54854679]],50,[[-0.11522662]],[[-0.10142049]],[[-0.21837781]]
0.0449,0.1469,0.6184,0.537386876689,[[ 0.04582671]],[[ 0.14645935]],[[ 0.61925053]],[[ 0.07373046]],[[-0.03302484]],[[ 0.11903167]],[[ 0.54815726]],[[ 0.07774689]],[[-1.61152866]],[[ 0.3451172]],[[-0.54815726]],50,[[-0.11543469]],[[-0.10112004]],[[-0.21925053]]
0.0486,0.1475,0.6111,0.535117948661,[[ 0.04711887]],[[ 0.14650271]],[[ 0.61789524]],[[ 0.07390978]],[[-0.0329041]],[[ 0.11820894]],[[ 0.54758014]],[[ 0.07731717]],[[-1.62474692]],[[ 0.33978737]],[[-0.54758014]],50,[[-0.11650211]],[[-0.10055093]],[[-0.21789524]]
0.0486,0.1475,0.6111,0.535117948661,[[ 0.04806019]],[[ 0.14653512]],[[ 0.61690331]],[[ 0.07397513]],[[-0.0327873]],[[ 0.11750646]],[[ 0.54705573]],[[ 0.07690562]],[[-1.63394218]],[[ 0.33667733]],[[-0.54705573]],50,[[-0.11727017]],[[-0.10015005]],[[-0.21690331]]
0.0486,0.1475,0.6111,0.535117948661,[[ 0.04874545]],[[ 0.14655956]],[[ 0.61617661]],[[ 0.07395752]],[[-0.03267348]],[[ 0.11689206]],[[ 0.54657902]],[[ 0.07651059]],[[-1.64020393]],[[ 0.33516698]],[[-0.54657902]],50,[[-0.11782054]],[[-0.09987063]],[[-0.21617661]]
0.0486,0.1475,0.6111,0.535117948661,[[ 0.04924384]],[[ 0.14657816]],[[ 0.61564348]],[[ 0.07387962]],[[-0.03256194]],[[ 0.1163423]],[[ 0.5461455]],[[ 0.07613058]],[[-1.64432758]],[[ 0.33480618]],[[-0.5461455]],50,[[-0.11821278]],[[-0.09967874]],[[-0.21564348]]
0.0486,0.1475,0.6111,0.535117948661,[[ 0.04960583]],[[ 0.1465925]],[[ 0.61525164]],[[ 0.07375794]],[[-0.03245215]],[[ 0.11584004]],[[ 0.54575106]],[[ 0.07576425]],[[-1.64689376]],[[ 0.33526834]],[[-0.54575106]],50,[[-0.11849031]],[[-0.09954972]],[[-0.21525164]]
0.0562,0.1493,0.5824,0.564963078871,[[ 0.05193946]],[[ 0.14709427]],[[ 0.60714155]],[[ 0.07427326]],[[-0.03218536]],[[ 0.11284749]],[[ 0.54831791]],[[ 0.07633759]],[[-1.67606808]],[[ 0.3227486]],[[-0.54831791]],50,[[-0.12099852]],[[-0.09845705]],[[-0.20714155]]
0.0562,0.1493,0.5824,0.564963078871,[[ 0.05364087]],[[ 0.14746124]],[[ 0.60121989]],[[ 0.07458273]],[[-0.031963]],[[ 0.11057162]],[[ 0.55063827]],[[ 0.07683089]],[[-1.69703256]],[[ 0.31335927]],[[-0.55063827]],50,[[-0.12286858]],[[-0.09759852]],[[-0.20121989]]
0.0562,0.1493,0.5824,0.564963078871,[[ 0.05488086]],[[ 0.14772982]],[[ 0.59689546]],[[ 0.07474222]],[[-0.03177316]],[[ 0.10881904]],[[ 0.55273559]],[[ 0.07725189]],[[-1.71200369]],[[ 0.30635343]],[[-0.55273559]],50,[[-0.12426936]],[[-0.09691818]],[[-0.19689546]]
0.0562,0.1493,0.5824,0.564963078871,[[ 0.05578409]],[[ 0.14792658]],[[ 0.59373678]],[[ 0.0747925]],[[-0.03160714]],[[ 0.10744863]],[[ 0.5546311]],[[ 0.07760754]],[[-1.72259752]],[[ 0.30117037]],[[-0.5546311]],50,[[-0.1253243]],[[-0.09637405]],[[-0.19373678]]
0.0562,0.1493,0.5824,0.564963078871,[[ 0.05644153]],[[ 0.14807093]],[[ 0.59142895]],[[ 0.07476331]],[[-0.03145859]],[[ 0.10635741]],[[ 0.55634398]],[[ 0.07790417]],[[-1.72999266]],[[ 0.29738884]],[[-0.55634398]],50,[[-0.12612372]],[[-0.09593464]],[[-0.19142895]]
0.0562,0.1493,0.5824,0.564963078871,[[ 0.0569196]],[[ 0.14817702]],[[ 0.58974211]],[[ 0.07467635]],[[-0.0313229]],[[ 0.10547022]],[[ 0.55789161]],[[ 0.07814749]],[[-1.73504894]],[[ 0.2946918]],[[-0.55789161]],50,[[-0.12673378]],[[-0.09557625]],[[-0.18974211]]
0.059,0.1456,0.5825,0.53808500839,[[ 0.0580298]],[[ 0.14724686]],[[ 0.58853577]],[[ 0.07479357]],[[-0.03152186]],[[ 0.10474103]],[[ 0.55665477]],[[ 0.07750867]],[[-1.73913856]],[[ 0.28076598]],[[-0.55665477]],50,[[-0.12706662]],[[-0.09435662]],[[-0.18853577]]
0.059,0.1456,0.5825,0.53808500839,[[ 0.05883831]],[[ 0.14656875]],[[ 0.58765288]],[[ 0.0748131]],[[-0.03163887]],[[ 0.10411861]],[[ 0.55553344]],[[ 0.07690854]],[[-1.74166429]],[[ 0.27159333]],[[-0.55553344]],50,[[-0.12729002]],[[-0.0934965]],[[-0.18765288]]
0.059,0.1456,0.5825,0.53808500839,[[ 0.05942663]],[[ 0.14607458]],[[ 0.58700607]],[[ 0.07476157]],[[-0.03169619]],[[ 0.10357443]],[[ 0.55451663]],[[ 0.07634351]],[[-1.74304707]],[[ 0.26584929]],[[-0.55451663]],50,[[-0.12743485]],[[-0.092896]],[[-0.18700607]]
0.059,0.1456,0.5825,0.53808500839,[[ 0.05985424]],[[ 0.14571466]],[[ 0.58653157]],[[ 0.07465843]],[[-0.03171003]],[[ 0.10308764]],[[ 0.55359442]],[[ 0.0758103]],[[-1.74359619]],[[ 0.26257139]],[[-0.55359442]],50,[[-0.12752364]],[[-0.0924825]],[[-0.18653157]]
0.059,0.1456,0.5825,0.53808500839,[[ 0.06016457]],[[ 0.14545273]],[[ 0.58618284]],[[ 0.07451784]],[[-0.03169225]],[[ 0.10264304]],[[ 0.55275781]],[[ 0.07530595]],[[-1.74353866]],[[ 0.26106085]],[[-0.55275781]],50,[[-0.12757282]],[[-0.0922033]],[[-0.18618284]]
0.059,0.1456,0.5825,0.53808500839,[[ 0.06038931]],[[ 0.14526231]],[[ 0.58592591]],[[ 0.07435015]],[[-0.03165149]],[[ 0.10222954]],[[ 0.55199868]],[[ 0.07482779]],[[-1.74304093]],[[ 0.26081084]],[[-0.55199868]],50,[[-0.12759429]],[[-0.09202012]],[[-0.18592591]]
0.0645,0.1444,0.5394,0.575958653158,[[ 0.06205043]],[[ 0.14479706]],[[ 0.57399053]],[[ 0.07464576]],[[-0.03169941]],[[ 0.09805525]],[[ 0.55502238]],[[ 0.07554714]],[[-1.75774735]],[[ 0.24086666]],[[-0.55502238]],50,[[-0.12903855]],[[-0.09036314]],[[-0.17399053]]
0.0645,0.1444,0.5394,0.575958653158,[[ 0.06326101]],[[ 0.14445824]],[[ 0.56527738]],[[ 0.07479525]],[[-0.03170644]],[[ 0.09493301]],[[ 0.55775615]],[[ 0.07617245]],[[-1.76810826]],[[ 0.22592758]],[[-0.55775615]],50,[[-0.13013288]],[[-0.08908183]],[[-0.16527738]]
0.0645,0.1444,0.5394,0.575958653158,[[ 0.06414278]],[[ 0.14421171]],[[ 0.55891601]],[[ 0.07483834]],[[-0.03168372]],[[ 0.09257873]],[[ 0.56022756]],[[ 0.07671274]],[[-1.77530671]],[[ 0.21474662]],[[-0.56022756]],50,[[-0.13096862]],[[-0.08808255]],[[-0.15891601]]
0.0645,0.1444,0.5394,0.575958653158,[[ 0.06478456]],[[ 0.14403253]],[[ 0.55427109]],[[ 0.07480402]],[[-0.0316394]],[[ 0.0907851]],[[ 0.56246157]],[[ 0.07717622]],[[-1.78020166]],[[ 0.20639976]],[[-0.56246157]],50,[[-0.13161243]],[[-0.08729592]],[[-0.15427109]]
0.0645,0.1444,0.5394,0.575958653158,[[ 0.0652512]],[[ 0.1439025]],[[ 0.55087895]],[[ 0.07471343]],[[-0.03157941]],[[ 0.08940085]],[[ 0.56448075]],[[ 0.07757028]],[[-1.78341725]],[[ 0.20020127]],[[-0.56448075]],50,[[-0.13211311]],[[-0.08667049]],[[-0.15087895]]
0.0645,0.1444,0.5394,0.575958653158,[[ 0.06559002]],[[ 0.14380834]],[[ 0.54840114]],[[ 0.07458201]],[[-0.03150807]],[[ 0.0883156]],[[ 0.56630555]],[[ 0.07790163]],[[-1.78540733]],[[ 0.19564125]],[[-0.56630555]],50,[[-0.13250645]],[[-0.08616803]],[[-0.14840114]]
0.0655,0.1405,0.5395,0.572293461729,[[ 0.06610806]],[[ 0.14267755]],[[ 0.54661794]],[[ 0.07450871]],[[-0.03177057]],[[ 0.08745755]],[[ 0.56759518]],[[ 0.07806287]],[[-1.78191781]],[[ 0.17919951]],[[-0.56759518]],50,[[-0.13244636]],[[-0.0847651]],[[-0.14661794]]
0.0655,0.1405,0.5395,0.572293461729,[[ 0.0664844]],[[ 0.14185301]],[[ 0.54531445]],[[ 0.07439007]],[[-0.03193364]],[[ 0.08675676]],[[ 0.56875983]],[[ 0.07818411]],[[-1.77897737]],[[ 0.16741485]],[[-0.56875983]],50,[[-0.13241799]],[[-0.08371336]],[[-0.14531445]]
0.0655,0.1405,0.5395,0.572293461729,[[ 0.06675731]],[[ 0.14125199]],[[ 0.54436108]],[[ 0.07423855]],[[-0.03202426]],[[ 0.08617097]],[[ 0.56981142]],[[ 0.07826926]],[[-1.77644341]],[[ 0.1590654]],[[-0.56981142]],50,[[-0.13241151]],[[-0.08292077]],[[-0.14436108]]
0.0655,0.1405,0.5395,0.572293461729,[[ 0.06695476]],[[ 0.14081409]],[[ 0.54366325]],[[ 0.07406328]],[[-0.03206211]],[[ 0.08566937]],[[ 0.57076069]],[[ 0.07832184]],[[-1.77420984]],[[ 0.15325593]],[[-0.57076069]],50,[[-0.13241973]],[[-0.08231988]],[[-0.14366325]]
0.0655,0.1405,0.5395,0.572293461729,[[ 0.06709712]],[[ 0.14049525]],[[ 0.54315195]],[[ 0.07387088]],[[-0.03206153]],[[ 0.08522944]],[[ 0.57161738]],[[ 0.07834502]],[[-1.77219789]],[[ 0.14932987]],[[-0.57161738]],50,[[-0.13243744]],[[-0.08186124]],[[-0.14315195]]
0.0655,0.1405,0.5395,0.572293461729,[[ 0.06719929]],[[ 0.1402633]],[[ 0.54277678]],[[ 0.07366622]],[[-0.03203302]],[[ 0.08483477]],[[ 0.57239031]],[[ 0.0783417]],[[-1.77034925]],[[ 0.14680509]],[[-0.57239031]],50,[[-0.13246092]],[[-0.08150853]],[[-0.14277678]]
0.0712,0.1424,0.457,0.580845575064,[[ 0.06882544]],[[ 0.14061254]],[[ 0.52001877]],[[ 0.07395217]],[[-0.03181777]],[[ 0.0772459]],[[ 0.57392574]],[[ 0.07857892]],[[-1.78969477]],[[ 0.13844568]],[[-0.57392574]],50,[[-0.13414114]],[[-0.08071544]],[[-0.12001877]]
0.0712,0.1424,0.457,0.580845575064,[[ 0.07001053]],[[ 0.14086817]],[[ 0.5034074]],[[ 0.07409538]],[[-0.03163334]],[[ 0.07165836]],[[ 0.5753128]],[[ 0.07876855]],[[-1.80342424]],[[ 0.13242814]],[[-0.5753128]],[[ 51.03173714]],[[-0.13538637]],[[-0.08009898]],[[-0.1034074]]
0.0712,0.1424,0.457,0.580845575064,[[ 0.07087371]],[[ 0.14105548]],[[ 0.49128219]],[[ 0.07413466]],[[-0.03147148]],[[ 0.0675314]],[[ 0.5765656]],[[ 0.07891521]],[[-1.81305788]],[[ 0.12817616]],[[-0.5765656]],[[ 51.85672636]],[[-0.13631236]],[[-0.07961577]],[[-0.09128219]]
0.0712,0.1424,0.457,0.580845575064,[[ 0.07150195]],[[ 0.14119293]],[[ 0.48243121]],[[ 0.07409832]],[[-0.0313262]],[[ 0.06447046]],[[ 0.57769693]],[[ 0.07902309]],[[-1.81970416]],[[ 0.12526108]],[[-0.57769693]],[[ 52.46150504]],[[-0.13700369]],[[-0.07923357]],[[-0.08243121]]
0.0712,0.1424,0.457,0.580845575064,[[ 0.07195872]],[[ 0.14129397]],[[ 0.47596997]],[[ 0.07400701]],[[-0.0311931]],[[ 0.06218758]],[[ 0.57871833]],[[ 0.07909596]],[[-1.82417139]],[[ 0.12336362]],[[-0.57871833]],[[ 52.90556]],[[-0.13752221]],[[-0.07892835]],[[-0.07596997]]
0.0712,0.1424,0.457,0.580845575064,[[ 0.07229036]],[[ 0.14136845]],[[ 0.47125288]],[[ 0.07387582]],[[-0.03106898]],[[ 0.06047264]],[[ 0.57964027]],[[ 0.07913724]],[[-1.82704911]],[[ 0.12224549]],[[-0.57964027]],[[ 53.2323061]],[[-0.13791318]],[[-0.0786822]],[[-0.07125288]]
0.0712,0.1424,0.457,0.580845575064,[[ 0.07253066]],[[ 0.14142353]],[[ 0.46780877]],[[ 0.07371574]],[[-0.03095151]],[[ 0.05917232]],[[ 0.58047222]],[[ 0.07915002]],[[-1.82876735]],[[ 0.12172839]],[[-0.58047222]],[[ 53.47342845]],[[-0.13820975]],[[-0.07848171]],[[-0.06780877]]
0.076,0.1441,0.3606,0.541750199819,[[ 0.07401236]],[[ 0.14192772]],[[ 0.43902389]],[[ 0.07395481]],[[-0.03069022]],[[ 0.04973929]],[[ 0.57739065]],[[ 0.0779298]],[[-1.84698007]],[[ 0.12438446]],[[-0.57739065]],[[ 55.41262314]],[[-0.13948395]],[[-0.07852092]],[[-0.03902389]]
0.076,0.1441,0.3606,0.541750199819,[[ 0.07509203]],[[ 0.14229642]],[[ 0.41801456]],[[ 0.07406401]],[[-0.03047331]],[[ 0.04283442]],[[ 0.57460015]],[[ 0.07680531]],[[-1.85978791]],[[ 0.12799211]],[[-0.57460015]],[[ 56.82904747]],[[-0.14037096]],[[-0.07863254]],[[-0.01801456]]
0.076,0.1441,0.3606,0.541750199819,[[ 0.07587827]],[[ 0.14256622]],[[ 0.40268024]],[[ 0.07407865]],[[-0.03028889]],[[ 0.03777453]],[[ 0.57207304]],[[ 0.07576751]],[[-1.86865122]],[[ 0.13217488]],[[-0.57207304]],[[ 57.86393785]],[[-0.14097892]],[[-0.07878821]],[[-0.00268024]]
0.076,0.1441,0.3606,0.541750199819,[[ 0.07645036]],[[ 0.14276384]],[[ 0.39148785]],[[ 0.0740245]],[[-0.03012825]],[[ 0.03406105]],[[ 0.56978429]],[[ 0.07480821]],[[-1.87463763]],[[ 0.13667395]],[[-0.56978429]],[[ 58.62037186]],[[-0.14138654]],[[-0.07896845]],[[ 0.00851215]]
0.076,0.1441,0.3606,0.541750199819,[[ 0.07686615]],[[ 0.14290877]],[[ 0.38331847]],[[ 0.07392039]],[[-0.02998505]],[[ 0.03133016]],[[ 0.56771124]],[[ 0.07392]],[[-1.87852742]],[[ 0.14131325]],[[-0.56771124]],[[ 59.1735779]],[[-0.14165103]],[[-0.07916001]],[[ 0.01668153]]
0.0818,0.1371,0.2479,0.597949801733,[[ 0.07874843]],[[ 0.1411077]],[[ 0.34664391]],[[ 0.07428715]],[[-0.03046673]],[[ 0.01946245]],[[ 0.57134185]],[[ 0.07483019]],[[-1.88560222]],[[ 0.10312834]],[[-0.57134185]],[[ 61.63629466]],[[-0.14254688]],[[-0.07611233]],[[ 0.05335609]]
0.0818,0.1371,0.2479,0.597949801733,[[ 0.08012044]],[[ 0.13979393]],[[ 0.31987712]],[[ 0.07448898]],[[-0.03079045]],[[ 0.01081311]],[[ 0.57462481]],[[ 0.07562794]],[[-1.89024127]],[[ 0.07463827]],[[-0.57462481]],[[ 63.43304905]],[[-0.14323358]],[[-0.07379546]],[[ 0.08012288]]
0.0818,0.1371,0.2479,0.597949801733,[[ 0.08112003]],[[ 0.13883582]],[[ 0.30034157]],[[ 0.07457067]],[[-0.03099901]],[[ 0.0045123]],[[ 0.57759317]],[[ 0.07632405]],[[-1.89314321]],[[ 0.05334897]],[[-0.57759317]],[[ 64.74376989]],[[-0.1437663]],[[-0.07202149]],[[ 0.09965843]]
0.0818,0.1371,0.2479,0.597949801733,[[ 0.08184782]],[[ 0.13813728]],[[ 0.28608375]],[[ 0.07456493]],[[-0.03112362]],[[ -7.47388786e-05]],[[ 0.58027685]],[[ 0.07692828]],[[-1.89480519]],[[ 0.03742546]],[[-0.58027685]],[[ 65.69977352]],[[-0.14418475]],[[-0.0706522]],[[ 0.11391625]]
0.0818,0.1371,0.2479,0.597949801733,[[ 0.08237725]],[[ 0.13762819]],[[ 0.27567792]],[[ 0.07449559]],[[-0.03118706]],[[-0.00341121]],[[ 0.58270293]],[[ 0.07744949]],[[-1.89558152]],[[ 0.0255161]],[[-0.58270293]],[[ 66.39689773]],[[-0.14451765]],[[-0.06958577]],[[ 0.12432208]]
0.0818,0.1371,0.2479,0.597949801733,[[ 0.0827619]],[[ 0.13725737]],[[ 0.26808348]],[[ 0.07438008]],[[-0.03120596]],[[-0.00583512]],[[ 0.58489592]],[[ 0.07789565]],[[-1.89572516]],[[ 0.01662378]],[[-0.58489592]],[[ 66.90508729]],[[-0.14478588]],[[-0.06874713]],[[ 0.13191652]]
0.0818,0.1371,0.2479,0.597949801733,[[ 0.08304089]],[[ 0.13698747]],[[ 0.26254093]],[[ 0.07423108]],[[-0.03119245]],[[-0.00759313]],[[ 0.58687798]],[[ 0.078274]],[[-1.89541695]],[[ 0.01001154]],[[-0.58687798]],[[ 67.27538957]],[[-0.1450047]],[[-0.06808079]],[[ 0.13745907]]
